id,user_id,username,tweet,link
1001109379347812352,998651632933097474,LibroIgualdad,"Última sesión de la Comisión de #Igualdad del @Congreso_Es: fomentar el #liderazgo femenino, prohibición de cláusulas #antiembarazo en deportistas y erradicación del #acoso sexual y por razón de género, entre las proposiciones no de ley abordadas  http://www.congreso.es/public_oficiales/L12/CONG/DS/CO/DSCD-12-CO-526.PDF …",https://twitter.com/LibroIgualdad/status/1001109379347812352
1001105563281952769,51806144,ecologistas,"La propuesta de Directiva que ha presentado la Comisión Europea para reducir la contaminación de las playas y costas por residuos plásticos es un paso en buena dirección. No obstante, lamentamos que la ley no sea más ambiciosa y contundente.  https://www.ecologistasenaccion.org/?p=97229 ",https://twitter.com/ecologistas/status/1001105563281952769
1001093794429919232,180446678,duskmon86,"Los de izquierda de la ciudad de lepe son tan retrasados que hay un cartel que vulnera la ley de allí durante 5 meses y nadie se ha dado cuenta hasta ahora, retraso total",https://twitter.com/duskmon86/status/1001093794429919232
1001091697781149696,47350310,Silthesia,¡Buen lunes! Hoy os traigo la reseña de La Ley…  https://www.instagram.com/p/BjUppZmAK-m/?utm_source=ig_twitter_share&igshid=110b48emcrkt0 …,https://twitter.com/Silthesia/status/1001091697781149696
1001085160064999424,4872276351,Angediro1,@Santi_ABASCAL @elespanolcom @MuyLiberal Con una ley electoral : una persona /un voto tendrían más que todos los separatistas juntos . #CambioLeyElectoral @vox_es,https://twitter.com/Angediro1/status/1001085160064999424
1001074104068435968,155549375,cultorocom,PLATA DE LEY- Las cuadrillas para la de Partido de Resina  http://www.cultoro.es/actualidad/2018/5/28/las-cuadrillas-para-la-de-partido-de-resina-30226.html … @UNPBE pic.twitter.com/JbqFqgOOuu,https://twitter.com/cultorocom/status/1001074104068435968
1001072993769017346,4891323641,giacomosaav,"@La_Kristo @Yo_Idioto Creo q eso está basado en otros artículos, particularmente ley mordaza (injurias a La Corona o las FSE) o el delito de enaltecimiento, q no es el mismo que apología.",https://twitter.com/giacomosaav/status/1001072993769017346
1001072748729458688,94287024,bufetalmeida,Autor Ley Sinde: PSOE.Autor Ley Mordaza: PP.Tengan todo ello presente en las próximas elecciones.,https://twitter.com/bufetalmeida/status/1001072748729458688
1001072374282883072,94287024,bufetalmeida,"Antes Ley Sinde y Ley Mordaza: defensa penal, posibilidad de abogado de oficio.Después Ley Sinde y Ley Mordaza: defensa contencioso-administrativa: págate el abogado si puedes.",https://twitter.com/bufetalmeida/status/1001072374282883072
1001071989098938368,94287024,bufetalmeida,"Antes de la Ley Sinde y la Ley Mordaza: denuncia penal, presunción de inocencia, garantías procesales.Después de la Ley Sinde y la Ley Mordaza: denuncia administrativa, presunción de veracidad policial, sin garantías.",https://twitter.com/bufetalmeida/status/1001071989098938368
1001063795882692608,15881603,internautas,"Primeras demandas contra Google, WhatsApp y Facebook por incumplir la nueva ley de datos  https://www.vozpopuli.com/_43f14925  vía @voz_populi",https://twitter.com/internautas/status/1001063795882692608
1001059559102926849,925082568101449729,RaulDdB,"@helenacasares Y esto quien lo dice? Por cierto la ley de causa y efecto es una de las bases de la espiritualidad y el desarrollo personal en las más importantes tradiciones orientales que en absoluto anula la intuición, lejos de ser así permite una profunda comprensión de los fenómenos.",https://twitter.com/RaulDdB/status/1001059559102926849
1001056001439752192,292460930,ICOIGT,Vienes 8-06-2018 - #Taller práctico sobre #GML y Representación Gráfica Alternativa (#RGA) en la Ley 13/2015 en Valencia.#TallerGML_8Jun18Más información e inscripción en: … http://taller-gml-08-06-2018.geomaticavalencia.com  pic.twitter.com/AqfBNJrv6i,https://twitter.com/ICOIGT/status/1001056001439752192
1001052745904934912,210797551,ESAPO1,"@obagoacg Absolutamente de acuerdo. Si no pueden suprimir las autonomías, al menos que modifiquen ley electoral. Las CCAA son el cáncer de España: sin ellas sobraría dinero para pensiones, sanidad, educación... solo han servido para dividir y enfrentar a los españoles.",https://twitter.com/ESAPO1/status/1001052745904934912
1001021541264642048,88695474,TR_ESP,La Ley de Secretos Empresariales inicia su tramitación parlamentaria  https://goo.gl/3KtcD8 ,https://twitter.com/TR_ESP/status/1001021541264642048
1001018920365625344,94287024,bufetalmeida,"Las injurias leves quedaron despenalizadas, antes se juzgaban en juicio de faltas, con multas mucho menores que la Ley Mordaza.",https://twitter.com/bufetalmeida/status/1001018920365625344
1001018529389449216,94287024,bufetalmeida,"La policía solo puede abrir expediente de la Ley Mordaza por ofensas a agentes si las injurias no son constitutivas de delito. Es decir, injurias leves.",https://twitter.com/bufetalmeida/status/1001018529389449216
1001018086856757249,94287024,bufetalmeida,"Antes de la Ley Mordaza, era el juez de instrucción el que tenía que decidir sobre injurias a policías. Ahora deciden los propios policías.",https://twitter.com/bufetalmeida/status/1001018086856757249
1001017232204460032,313264872,werner_sp,"@petrogustavo @RamonEspinar @sanzramns Colombia ha estado arruinada siempre. Desde el Frente Nacional, pasando por Gaviria, Samper, Pastrana... Siempre aplastando a los pobres y trabajadores (Ley 100 promovida por Uribe siendo senador). Es otro miedo a ""volverse"" una Venezuela...",https://twitter.com/werner_sp/status/1001017232204460032
1001015524749447168,53228454,ecologismo10,( Hemeroteca 7 de julio de 2017) Los denunciantes son represaliados o coaccionados  ¿Por qué una ley para proteger a los denunciantes de casos de corrupción?: https://www.bez.es/201117731/ley-proteger-denunciantes-casos-corrupcion.html … vía @bezdiario,https://twitter.com/ecologismo10/status/1001015524749447168
1001014335093837824,53228454,ecologismo10,Tres claves para que la nueva ley anticorrupción no se convierta en 'una encerrona' para denunciantes  http://www.publico.es/politica/tres-claves-nueva-ley-anticorrupcion-no-convierta-encerrona-denunciantes.html … vía @publico_es,https://twitter.com/ecologismo10/status/1001014335093837824
1001012954870009857,53228454,ecologismo10,(Hemeroteca 2 diciembre 2017) Tres claves para que la nueva ley anticorrupción no se convierta en 'una encerrona' para denunciantes:  http://www.publico.es/politica/tres-claves-nueva-ley-anticorrupcion-no-convierta-encerrona-denunciantes.html … vía @publico_es,https://twitter.com/ecologismo10/status/1001012954870009857
1001007488479744000,46122290,Sorasaku,"@El_Fa Eso es lo que he pensado :/ porque además he descubierto que es desde el viernes... pero en blogger tengo marcado que sí me envíen cuando me escriban. Esta ley es un quebradero de cabeza, en serio xD",https://twitter.com/Sorasaku/status/1001007488479744000
1000996336559443968,91528386,fdario2000,"@Aloguerr Creo que las fake news son tan peligrosas como la ley mordaza. Peleemos por lo que creemos, pero sin mentiras de por medio para intentar justificarlo.",https://twitter.com/fdario2000/status/1000996336559443968
1000994139767496704,62576914,turisdata,Licencias VTC y nueva ley  https://ift.tt/2sf9HQ5 ,https://twitter.com/turisdata/status/1000994139767496704
1000990877014163456,761831040075915264,BRuiz_Bejarano,"La moción de censura no es ""a la carta'. Hay unos requisitos. Algunos partidos tendrán que leer la ley y reflexionar.  https://twitter.com/GLlamazares/status/1000988382816817152 …",https://twitter.com/BRuiz_Bejarano/status/1000990877014163456
1000989121769345024,26979010,yassirhg,Un mensaje a las empresas que inundan mi correo con lo de la nueva Ley de protección de datos  pic.twitter.com/t41VGIq4Zw,https://twitter.com/yassirhg/status/1000989121769345024
